Train_No,Journey_Duration_Minutes,Total_Distance,Number_of_Stops
55362,115.0,55,9
55363,120.0,55,9
55364,115.0,55,9
55365,120.0,55,9
55366,115.0,55,9
55367,120.0,55,9
55368,120.0,55,9
55369,100.0,55,7
55370,110.0,55,7
55371,45.0,25,3
55372,45.0,25,3
55373,45.0,25,3
55374,45.0,25,3
55375,45.0,25,3
55376,45.0,25,3
55421,175.0,106,14
55422,185.0,106,14
55465,155.0,72,14
55466,165.0,72,14
55467,495.0,233,34
55468,530.0,233,34
55513,240.0,105,16
55514,240.0,105,23
55517,210.0,68,9
55518,180.0,68,9
55519,235.0,105,16
55520,225.0,105,16
55525,100.0,50,10
55526,120.0,50,10
55527,660.0,266,37
55528,620.0,266,37
55533,285.0,138,23
55534,285.0,139,23
55537,450.0,230,34
55538,450.0,230,35
55539,685.0,267,44
55540,595.0,267,43
55541,385.0,159,28
55542,458.0,159,28
55549,300.0,87,17
55550,185.0,87,18
55553,320.0,138,23
55554,265.0,139,23
55555,245.0,139,20
55556,345.0,139,23
55559,330.0,139,19
55560,280.0,139,23
55563,225.0,100,13
55564,210.0,100,13
55565,285.0,139,19
55566,305.0,139,19
55567,335.0,139,19
55568,330.0,139,19
55569,45.0,21,3
55570,40.0,21,3
55571,235.0,100,13
55572,225.0,100,13
55575,150.0,54,5
55576,180.0,54,5
55577,140.0,54,5
55578,165.0,54,5
55583,200.0,100,13
55584,195.0,100,13
55601,355.0,181,26
55602,405.0,180,26
55603,300.0,160,29
55604,300.0,160,29
55615,845.0,380,33
55616,795.0,379,33
55661,170.0,60,12
55662,145.0,60,12
55663,555.0,256,35
55664,510.0,255,35
55665,150.0,67,10
55666,140.0,56,9
55667,245.0,103,14
55668,230.0,103,14
55675,240.0,140,14
55676,240.0,140,14
55677,315.0,115,22
55678,290.0,115,22
55679,225.0,140,14
55680,255.0,140,14
55681,75.0,42,5
55682,70.0,42,5
55683,75.0,42,5
55684,65.0,42,5
55685,175.0,60,12
55686,160.0,60,12
55687,280.0,101,10
55688,225.0,101,10
55689,225.0,71,15
55690,180.0,71,15
55701,225.0,90,20
55702,180.0,90,20
55703,194.0,90,20
55704,200.0,90,20
55707,225.0,109,24
55708,225.0,109,24
55709,70.0,24,4
55710,65.0,24,4
55711,450.0,232,41
55712,480.0,232,41
55713,900.0,363,45
55714,745.0,363,45
55719,130.0,49,8
55720,130.0,49,8
55721,270.0,95,18
55722,270.0,94,18
55725,335.0,168,23
55726,305.0,168,23
55727,180.0,93,20
55728,175.0,94,20
55729,180.0,93,20
55730,200.0,94,20
55733,170.0,108,15
55734,185.0,108,19
55735,175.0,107,19
55736,180.0,108,19
55740,180.0,108,19
55741,165.0,108,15
55742,180.0,108,15
55743,180.0,107,19
55744,175.0,108,15
55749,105.0,56,10
55750,110.0,56,10
55751,100.0,56,10
55752,95.0,56,10
55753,520.0,268,34
55754,470.0,268,34
55755,185.0,107,19
55756,185.0,108,19
55763,180.0,107,19
55764,180.0,108,15
55769,225.0,90,20
55770,200.0,90,20
55771,105.0,61,9
55772,105.0,60,9
55801,265.0,156,22
55802,270.0,156,22
55803,275.0,208,19
55804,280.0,208,19
55809,280.0,156,22
55810,305.0,156,22
55811,490.0,309,21
55812,500.0,309,21
55813,580.0,343,42
55814,580.0,343,42
55817,345.0,156,17
55818,295.0,156,17
55819,280.0,126,14
55820,230.0,126,14
55823,40.0,6,4
55824,40.0,6,4
55861,250.0,95,18
55862,270.0,94,18
55893,185.0,89,15
55894,165.0,88,15
55895,725.0,426,53
55896,705.0,425,53
55901,810.0,336,49
55902,820.0,335,49
55903,360.0,155,23
55904,360.0,155,23
55909,160.0,102,13
55910,160.0,102,13
55913,385.0,176,27
55914,365.0,176,27
56001,90.0,68,6
56002,95.0,68,5
56003,85.0,62,6
56004,95.0,62,3
56005,100.0,62,6
56006,95.0,62,6
56007,105.0,60,8
56008,110.0,60,10
56009,115.0,70,13
56010,130.0,70,13
56011,335.0,193,27
56012,370.0,193,27
56013,140.0,70,14
56014,135.0,70,14
56033,135.0,76,11
56034,150.0,76,11
56035,105.0,61,12
56036,100.0,61,12
56037,260.0,196,18
56038,275.0,196,17
56041,585.0,279,33
56042,565.0,284,31
56043,30.0,22,3
56044,35.0,22,3
56100,205.0,99,11
56101,185.0,99,11
56102,65.0,40,4
56103,65.0,40,4
56105,130.0,84,9
56106,130.0,85,7
56107,120.0,85,7
56108,120.0,85,7
56109,230.0,141,25
56110,240.0,141,22
56111,275.0,178,23
56112,360.0,180,23
56113,205.0,120,26
56114,195.0,120,26
56115,120.0,70,17
56116,135.0,70,17
56136,290.0,45,7
56137,215.0,45,7
56138,75.0,18,6
56139,70.0,18,6
56140,70.0,18,6
56141,80.0,18,6
56142,65.0,18,6
56143,75.0,18,6
56144,50.0,35,4
56145,50.0,35,4
56146,50.0,35,4
56147,50.0,35,4
56148,50.0,35,4
56149,55.0,35,4
56150,50.0,35,4
56151,50.0,35,4
56201,100.0,60,13
56202,100.0,60,13
56203,105.0,60,13
56204,110.0,60,13
56205,55.0,25,7
56206,50.0,25,7
56207,100.0,60,13
56208,110.0,60,13
56209,110.0,60,13
56210,105.0,60,13
56215,435.0,294,34
56216,435.0,294,34
56217,150.0,96,7
56218,170.0,96,7
56221,105.0,69,14
56222,105.0,69,14
56223,270.0,165,29
56224,250.0,165,29
56225,125.0,69,14
56226,110.0,69,14
56227,425.0,273,41
56228,440.0,273,41
56231,205.0,138,20
56232,195.0,138,22
56237,200.0,138,22
56238,200.0,138,21
56241,325.0,220,22
56242,335.0,219,22
56261,645.0,290,43
56262,510.0,290,41
56263,260.0,138,17
56264,245.0,138,17
56265,235.0,167,21
56266,235.0,167,21
56267,265.0,167,21
56268,250.0,167,21
56269,370.0,275,16
56270,380.0,275,16
56271,190.0,114,11
56272,170.0,114,11
56273,495.0,305,36
56274,435.0,303,36
56275,555.0,372,32
56276,545.0,372,31
56277,395.0,244,20
56278,405.0,244,20
56281,315.0,198,27
56282,305.0,198,27
56300,130.0,84,14
56301,120.0,85,14
56302,95.0,56,12
56303,95.0,56,12
56304,450.0,231,44
56305,160.0,96,14
56307,125.0,64,18
56308,120.0,64,18
56309,110.0,64,18
56310,120.0,71,14
56311,120.0,72,14
56313,110.0,72,14
56315,120.0,72,14
56316,115.0,71,14
56317,165.0,78,16
56318,145.0,77,16
56319,820.0,531,39
56320,780.0,532,46
56323,680.0,404,54
56324,720.0,404,54
56331,80.0,44,10
56332,85.0,44,10
56333,120.0,52,11
56334,110.0,52,11
56335,115.0,52,11
56336,105.0,52,11
56337,85.0,44,10
56338,85.0,44,10
56361,190.0,107,22
56362,335.0,173,33
56363,310.0,173,33
56364,210.0,107,22
56365,565.0,302,43
56366,635.0,302,43
56370,160.0,96,18
56371,155.0,96,17
56373,30.0,22,3
56374,35.0,22,3
56375,175.0,96,18
56376,165.0,96,17
56377,65.0,43,8
56378,65.0,43,6
56379,105.0,56,12
56380,155.0,100,19
56381,145.0,100,11
56382,145.0,100,12
56383,175.0,100,19
56384,95.0,56,12
56385,105.0,58,12
56386,105.0,59,9
56387,175.0,114,14
56388,175.0,114,17
56389,110.0,58,10
56390,110.0,59,9
56391,260.0,155,25
56392,275.0,155,25
56393,155.0,96,14
56394,150.0,95,14
56501,1345.0,693,66
56502,1180.0,691,68
56503,1355.0,747,78
56504,1230.0,749,79
56505,35.0,17,6
56506,35.0,16,6
56507,185.0,84,17
56508,155.0,85,17
56509,180.0,84,17
56510,150.0,85,17
56511,35.0,17,6
56512,35.0,16,6
56513,920.0,568,57
56514,915.0,567,58
56515,780.0,470,63
56516,790.0,469,63
56517,150.0,93,13
56518,155.0,93,12
56519,75.0,33,5
56520,60.0,33,5
56600,140.0,85,16
56601,135.0,85,16
56602,355.0,175,35
56603,380.0,207,41
56604,170.0,98,14
56605,245.0,131,20
56610,220.0,110,19
56611,165.0,109,19
56612,100.0,66,12
56613,95.0,66,12
56614,95.0,66,12
56616,100.0,66,12
56617,95.0,66,12
56619,95.0,66,12
56620,100.0,66,12
56621,100.0,66,12
56640,410.0,326,30
56641,475.0,324,30
56642,90.0,49,5
56643,85.0,48,5
56644,90.0,49,4
56645,80.0,48,4
56646,160.0,91,11
56647,140.0,90,11
56650,465.0,273,40
56651,445.0,273,40
56652,165.0,89,20
56653,145.0,89,20
56654,360.0,220,40
56655,200.0,131,22
56656,205.0,131,23
56657,135.0,89,20
56659,70.0,48,11
56661,130.0,83,13
56663,230.0,118,22
56664,205.0,119,22
56665,315.0,182,20
56666,305.0,179,20
56700,710.0,410,46
56701,895.0,409,49
56703,145.0,93,12
56704,135.0,94,11
56705,550.0,333,43
56706,505.0,334,42
56707,80.0,62,8
56708,90.0,62,8
56709,205.0,120,12
56710,175.0,120,12
56711,300.0,145,26
56714,305.0,145,18
56715,350.0,196,19
56716,335.0,188,19
56717,145.0,88,9
56718,115.0,73,8
56719,20.0,15,2
56721,235.0,161,17
56722,230.0,161,17
56723,220.0,161,17
56724,230.0,161,17
56725,270.0,161,17
56726,240.0,161,17
56731,210.0,173,14
56732,225.0,173,14
56733,220.0,173,14
56734,225.0,173,14
56735,250.0,173,14
56736,235.0,173,14
56741,170.0,59,10
56742,125.0,60,10
56761,105.0,61,12
56762,105.0,61,12
56763,90.0,61,12
56764,95.0,61,12
56765,115.0,61,12
56766,105.0,61,12
56767,265.0,121,20
56768,250.0,121,20
56769,690.0,459,43
56770,680.0,458,43
56796,125.0,72,17
56797,155.0,78,18
56798,180.0,78,18
56799,135.0,72,17
56800,135.0,72,17
56801,140.0,72,17
56802,135.0,72,17
56803,160.0,72,17
56811,210.0,120,25
56812,195.0,120,25
56819,70.0,39,10
56820,80.0,39,10
56821,295.0,214,20
56822,310.0,214,20
56823,220.0,120,24
56824,215.0,120,24
56825,575.0,358,28
56826,550.0,358,28
56829,365.0,263,25
56830,390.0,264,25
56839,265.0,178,23
56840,365.0,180,23
56841,260.0,141,25
56842,220.0,141,25
56843,230.0,141,22
56844,225.0,141,22
56845,305.0,178,23
56846,310.0,180,23
56859,180.0,133,11
56860,185.0,133,11
56861,50.0,37,5
56862,45.0,37,5
56863,50.0,37,5
56864,55.0,37,5
56865,45.0,37,5
56866,50.0,37,5
56871,65.0,38,6
56872,65.0,38,6
56873,195.0,121,22
56874,210.0,121,22
56875,190.0,121,22
56876,180.0,121,22
56877,195.0,121,22
56878,185.0,121,22
56879,60.0,38,6
56880,60.0,38,6
56881,260.0,160,14
56882,470.0,264,30
56883,270.0,160,14
56884,425.0,264,27
56885,430.0,264,27
56886,250.0,160,15
56889,165.0,104,13
56902,50.0,20,5
56903,570.0,378,33
56904,590.0,377,34
56905,555.0,357,40
56906,580.0,356,40
56907,40.0,20,5
56909,805.0,516,36
56910,915.0,516,35
56911,290.0,191,19
56912,310.0,189,19
56913,735.0,470,44
56914,720.0,468,44
56915,295.0,191,22
56916,300.0,189,22
56917,85.0,62,5
56918,78.0,62,5
56921,210.0,141,12
56922,220.0,141,10
56925,80.0,69,7
56926,100.0,69,6
56961,110.0,61,11
56962,90.0,58,11
56963,105.0,61,12
56964,110.0,58,12
56965,105.0,61,12
56966,100.0,58,12
57121,330.0,243,26
57122,285.0,191,21
57123,540.0,332,39
57124,615.0,381,44
57129,855.0,455,63
57130,925.0,445,53
57131,70.0,22,12
57133,585.0,366,42
57134,630.0,366,38
57135,750.0,450,47
57136,850.0,453,48
57145,80.0,56,8
57146,80.0,56,8
57155,425.0,223,29
57156,345.0,223,29
57225,635.0,350,58
57226,555.0,350,55
57229,700.0,372,35
57230,730.0,371,36
57231,305.0,217,27
57232,345.0,217,27
57237,315.0,225,28
57238,365.0,226,29
57239,380.0,137,21
57240,440.0,209,31
57241,315.0,220,35
57242,330.0,220,35
57255,315.0,168,23
57256,270.0,168,23
57257,1180.0,602,92
57258,1185.0,603,90
57264,65.0,29,7
57265,75.0,29,7
57271,1045.0,535,68
57272,1065.0,535,71
57273,945.0,578,59
57274,910.0,577,60
57277,405.0,292,45
57278,315.0,220,34
57305,1085.0,622,78
57306,975.0,622,56
57307,85.0,32,18
57308,90.0,32,18
57317,225.0,130,17
57320,195.0,130,17
57323,60.0,35,4
57324,60.0,35,4
57325,1040.0,622,77
57326,1080.0,622,79
57327,530.0,333,36
57328,555.0,333,36
57329,720.0,379,49
57330,650.0,380,49
57381,365.0,171,31
57382,335.0,171,26
57401,165.0,104,13
57402,215.0,104,13
57403,170.0,104,14
57404,175.0,104,14
57405,180.0,104,13
57406,235.0,104,13
57411,135.0,83,7
57412,95.0,83,7
57425,580.0,358,50
57426,605.0,356,49
57429,160.0,92,12
57430,140.0,93,12
57435,365.0,236,24
57436,350.0,236,41
57447,155.0,105,15
57448,365.0,182,43
57451,435.0,234,22
57452,365.0,234,22
57456,145.0,105,20
57473,405.0,191,40
57474,530.0,297,62
57475,720.0,370,39
57476,605.0,370,40
57477,810.0,473,42
57478,955.0,474,42
57486,170.0,77,27
57501,60.0,26,5
57502,210.0,114,16
57503,210.0,114,16
57504,65.0,26,5
57512,125.0,58,8
57515,925.0,581,57
57516,905.0,581,58
57517,165.0,115,15
57518,175.0,114,15
57521,165.0,92,11
57522,165.0,92,11
57539,505.0,298,36
57540,475.0,299,36
57541,600.0,325,34
57542,595.0,347,36
57547,790.0,435,48
57548,755.0,435,47
57549,1000.0,583,59
57550,930.0,583,57
57551,325.0,223,30
57552,330.0,225,30
57553,505.0,316,41
57554,555.0,317,41
57557,230.0,110,16
57558,170.0,110,16
57561,1090.0,623,88
57562,1045.0,620,87
57563,635.0,340,45
57564,495.0,279,29
57581,290.0,206,26
57582,330.0,206,26
57583,375.0,206,26
57584,300.0,206,26
57590,65.0,19,3
57593,430.0,243,36
57594,435.0,243,36
57601,275.0,165,23
57602,250.0,165,21
57605,130.0,72,11
57606,170.0,79,12
57625,590.0,341,37
57626,580.0,341,37
57628,200.0,112,15
57631,550.0,377,37
57632,370.0,265,31
57641,470.0,299,37
57642,450.0,299,25
57649,50.0,36,5
57650,240.0,149,19
57651,560.0,341,40
57652,600.0,341,40
57657,335.0,209,23
57658,325.0,209,23
57659,560.0,347,52
57660,460.0,235,38
57685,160.0,108,10
57686,155.0,108,8
57687,245.0,165,14
57688,290.0,165,11
57689,265.0,165,12
57690,245.0,165,16
58001,925.0,526,91
58002,960.0,518,90
58003,425.0,299,38
58004,415.0,298,39
58005,455.0,366,32
58006,450.0,366,32
58007,265.0,182,28
58008,240.0,182,28
58009,380.0,226,36
58010,325.0,226,36
58011,615.0,442,45
58012,670.0,441,45
58013,175.0,82,12
58014,145.0,82,12
58015,335.0,284,28
58016,340.0,284,28
58017,350.0,209,31
58018,320.0,210,31
58019,85.0,41,9
58020,75.0,41,9
58021,235.0,137,18
58022,170.0,137,19
58023,360.0,161,26
58024,360.0,162,26
58025,650.0,339,44
58026,535.0,336,44
58029,115.0,62,10
58030,85.0,62,10
58031,90.0,69,9
58032,85.0,69,9
58033,200.0,117,15
58034,190.0,114,15
58103,250.0,148,18
58104,275.0,148,18
58109,240.0,147,19
58110,345.0,147,19
58111,1445.0,885,102
58112,1610.0,883,109
58113,790.0,470,60
58114,870.0,469,61
58117,845.0,503,65
58118,835.0,496,64
58131,930.0,520,78
58132,960.0,526,78
58133,140.0,101,15
58134,185.0,101,15
58135,77.0,48,9
58136,90.0,48,9
58137,82.0,48,9
58138,80.0,48,9
58143,360.0,175,26
58151,195.0,96,12
58152,195.0,96,12
58161,455.0,261,35
58162,460.0,261,34
58163,435.0,272,23
58164,358.0,269,23
58201,160.0,112,15
58202,185.0,111,15
58203,305.0,209,29
58204,335.0,209,29
58205,455.0,310,42
58206,600.0,302,43
58207,490.0,305,30
58208,500.0,305,30
58209,155.0,96,12
58210,170.0,97,15
58212,160.0,97,15
58213,800.0,431,48
58214,720.0,433,48
58217,300.0,204,13
58218,325.0,204,14
58219,530.0,237,29
58220,540.0,237,29
58221,325.0,214,20
58222,325.0,213,20
58223,275.0,143,15
58224,270.0,174,20
58227,135.0,64,9
58301,915.0,494,41
58302,900.0,494,41
58303,125.0,54,6
58304,90.0,54,6
58401,110.0,82,14
58402,110.0,82,14
58403,90.0,43,11
58404,75.0,43,11
58405,95.0,82,11
58406,105.0,82,11
58408,215.0,142,30
58409,75.0,43,11
58410,75.0,43,11
58411,260.0,165,27
58412,230.0,165,27
58413,370.0,202,42
58414,345.0,202,43
58415,170.0,90,21
58416,185.0,90,21
58417,760.0,380,59
58418,680.0,380,59
58419,380.0,239,36
58420,340.0,239,36
58421,340.0,196,30
58422,325.0,196,30
58423,195.0,115,23
58424,205.0,115,23
58425,310.0,214,22
58426,305.0,214,22
58427,175.0,88,9
58428,230.0,88,8
58429,105.0,65,7
58430,105.0,65,7
58431,95.0,65,7
58432,105.0,65,7
58433,235.0,192,18
58434,225.0,192,17
58435,180.0,115,23
58436,215.0,115,23
58501,835.0,471,53
58502,835.0,471,53
58503,260.0,184,25
58504,245.0,184,25
58505,525.0,267,28
58506,405.0,267,28
58525,355.0,202,27
58526,340.0,202,26
58527,965.0,528,56
58528,995.0,528,56
58529,1045.0,570,64
58530,945.0,571,64
58531,275.0,202,27
58532,295.0,202,27
58533,445.0,266,43
58534,385.0,266,43
58535,110.0,82,14
58536,110.0,82,14
58537,595.0,357,39
58538,555.0,357,39
58601,230.0,168,22
58602,295.0,168,22
58603,465.0,248,40
58604,440.0,249,40
58621,315.0,157,22
58622,385.0,157,22
58651,90.0,66,10
58652,90.0,67,10
58653,155.0,110,12
58654,155.0,111,12
58655,90.0,66,10
58656,90.0,67,10
58657,90.0,66,10
58658,80.0,67,7
58659,330.0,160,21
58660,360.0,160,21
58661,375.0,222,29
58662,380.0,219,29
58701,345.0,215,24
58702,340.0,215,24
58711,140.0,51,8
58712,130.0,50,8
58713,145.0,51,8
58714,130.0,50,8
58715,145.0,51,8
58716,130.0,50,8
58717,75.0,22,4
58718,70.0,22,4
58719,50.0,17,3
58720,50.0,16,3
58721,50.0,17,3
58722,50.0,16,3
58801,375.0,249,28
58802,405.0,249,28
58803,380.0,249,28
58804,345.0,249,28
58805,365.0,238,27
58806,150.0,103,14
58808,155.0,135,14
58809,75.0,38,7
58810,90.0,42,8
58811,105.0,43,8
58812,80.0,38,7
58813,100.0,38,7
58814,75.0,38,7
58815,240.0,123,20
58816,210.0,124,20
58817,95.0,47,9
58818,80.0,46,9
58843,280.0,104,17
58844,255.0,104,17
58845,270.0,104,17
58846,270.0,104,17
58847,265.0,104,17
58848,255.0,104,17
58877,320.0,104,17
58878,315.0,104,17
59013,580.0,334,31
59014,585.0,335,31
59023,285.0,193,20
59024,265.0,193,21
59037,400.0,206,30
59038,340.0,206,31
59039,185.0,138,18
59040,140.0,114,14
59045,230.0,158,20
59046,280.0,182,23
59048,105.0,68,13
59049,845.0,362,62
59050,775.0,362,62
59075,720.0,334,44
59076,660.0,335,44
59077,545.0,334,30
59078,620.0,335,31
59101,210.0,62,11
59102,205.0,62,11
59103,215.0,62,11
59104,205.0,62,11
59117,150.0,99,18
59118,170.0,105,19
59119,170.0,105,19
59120,150.0,99,18
59121,170.0,105,19
59122,175.0,105,19
59151,200.0,104,10
59152,200.0,104,10
59153,210.0,104,10
59154,210.0,104,10
59161,195.0,105,20
59162,195.0,105,20
59163,60.0,13,3
59164,65.0,13,3
59167,165.0,62,14
59168,165.0,62,14
59169,60.0,13,3
59170,65.0,13,3
59201,80.0,47,8
59202,85.0,47,8
59203,235.0,169,22
59204,235.0,169,22
59205,155.0,114,11
59206,135.0,108,11
59207,930.0,535,60
59208,895.0,535,59
59211,350.0,222,21
59212,395.0,216,21
59213,70.0,52,8
59214,80.0,52,7
59215,80.0,52,7
59216,80.0,52,8
59225,300.0,201,25
59226,305.0,201,25
59227,125.0,91,12
59228,125.0,91,12
59229,320.0,206,23
59230,310.0,206,24
59231,105.0,78,10
59232,115.0,78,10
59233,260.0,169,20
59234,230.0,169,20
59235,205.0,152,22
59236,215.0,152,22
59243,75.0,38,7
59244,75.0,38,7
59267,90.0,47,8
59268,80.0,47,8
59269,80.0,47,8
59270,80.0,47,8
59271,260.0,169,18
59272,245.0,169,18
59295,80.0,47,8
59296,80.0,47,8
59297,345.0,236,23
59298,395.0,236,23
59306,135.0,78,10
59307,125.0,78,10
59317,95.0,54,8
59318,90.0,54,8
59319,310.0,183,25
59320,265.0,183,25
59341,710.0,428,44
59342,660.0,428,44
59345,60.0,44,6
59346,55.0,44,6
59353,90.0,54,8
59354,95.0,54,8
59355,1005.0,585,65
59356,975.0,585,65
59357,175.0,86,16
59358,195.0,86,16
59359,115.0,75,9
59360,120.0,75,9
59379,125.0,74,7
59380,110.0,74,7
59385,930.0,553,49
59386,970.0,553,48
59387,255.0,133,17
59388,280.0,133,17
59393,610.0,397,50
59394,650.0,398,50
59395,385.0,133,13
59396,305.0,137,15
59421,280.0,184,21
59422,310.0,189,22
59423,325.0,189,22
59424,280.0,184,21
59425,540.0,358,38
59426,520.0,358,38
59439,945.0,490,72
59440,950.0,490,66
59441,975.0,490,74
59442,955.0,490,74
59473,220.0,111,15
59474,235.0,111,15
59475,55.0,40,6
59476,65.0,40,6
59477,55.0,40,6
59478,55.0,40,6
59481,55.0,40,6
59482,55.0,40,6
59483,65.0,40,6
59484,55.0,40,6
59503,730.0,429,48
59504,840.0,429,48
59507,295.0,189,18
59508,300.0,189,18
59509,100.0,64,8
59510,95.0,64,8
59511,95.0,64,8
59512,100.0,64,8
59547,1050.0,495,49
59548,960.0,495,45
59549,140.0,99,8
59550,140.0,99,8
59601,230.0,139,19
59602,210.0,139,19
59603,610.0,306,39
59604,560.0,306,39
59605,170.0,114,13
59606,185.0,114,13
59607,60.0,31,5
59608,60.0,31,5
59705,900.0,563,55
59706,790.0,562,55
59707,115.0,77,10
59708,105.0,66,9
59709,125.0,66,10
59710,120.0,77,11
59711,220.0,142,17
59712,220.0,143,17
59713,75.0,54,10
59714,95.0,54,10
59715,300.0,215,28
59716,315.0,215,28
59717,315.0,215,28
59718,315.0,215,28
59719,300.0,215,28
59720,320.0,215,28
59721,500.0,367,42
59722,510.0,367,42
59727,355.0,213,25
59728,300.0,213,17
59729,335.0,213,17
59730,310.0,213,25
59731,110.0,66,10
59732,105.0,66,10
59733,105.0,66,9
59734,110.0,66,9
59735,60.0,47,4
59736,60.0,47,4
59803,385.0,265,24
59804,420.0,265,24
59805,375.0,268,23
59806,385.0,268,22
59811,1285.0,688,71
59812,1255.0,691,71
59813,620.0,330,42
59814,570.0,328,41
59821,995.0,499,42
59822,935.0,499,47
59823,150.0,87,14
59824,150.0,87,14
59825,145.0,87,14
59826,155.0,87,14
59827,65.0,36,3
59828,60.0,36,3
59831,905.0,527,64
59832,925.0,527,63
59833,430.0,227,15
59834,375.0,227,15
59835,295.0,169,20
59836,350.0,169,20
59837,145.0,85,11
59838,140.0,85,11
59839,135.0,85,11
59840,140.0,85,11
61631,200.0,138,16
61632,200.0,138,16
63105,285.0,230,31
63108,327.0,229,34
63141,360.0,228,30
63142,325.0,228,36
63151,20.0,6,3
63153,20.0,6,3
63154,20.0,6,3
63155,20.0,6,3
63156,20.0,6,3
63157,20.0,6,3
63158,20.0,6,3
63159,20.0,6,3
63160,20.0,6,3
63161,20.0,6,3
63162,20.0,6,3
63163,20.0,6,3
63164,20.0,6,3
63165,20.0,6,3
63166,20.0,6,3
63167,15.0,6,2
63168,15.0,6,2
63169,15.0,6,3
63203,105.0,34,8
63204,110.0,34,8
63205,290.0,123,25
63206,350.0,123,22
63207,430.0,177,30
63208,435.0,221,34
63209,410.0,177,29
63210,375.0,177,30
63211,530.0,221,34
63212,365.0,177,29
63213,95.0,49,11
63214,90.0,49,13
63217,220.0,98,18
63218,215.0,98,18
63219,150.0,75,14
63220,200.0,85,17
63221,135.0,89,7
63222,150.0,89,7
63223,125.0,49,10
63224,90.0,49,10
63225,430.0,207,34
63226,445.0,225,39
63227,435.0,207,37
63228,475.0,207,31
63231,475.0,207,33
63232,260.0,117,18
63233,485.0,225,35
63234,575.0,207,29
63235,155.0,89,11
63237,280.0,152,21
63238,270.0,152,20
63240,235.0,89,11
63241,185.0,94,26
63242,180.0,91,13
63243,180.0,94,26
63244,180.0,94,26
63245,180.0,91,17
63246,180.0,91,17
63247,180.0,91,13
63248,170.0,94,26
63249,165.0,91,16
63250,155.0,85,14
63251,180.0,91,18
63252,160.0,91,17
63253,180.0,91,15
63254,165.0,94,24
63255,180.0,91,13
63256,180.0,91,13
63257,180.0,94,26
63258,180.0,94,26
63259,185.0,91,18
63260,180.0,94,21
63261,450.0,139,27
63262,320.0,139,24
63263,255.0,117,20
63264,580.0,207,31
63271,220.0,89,15
63272,280.0,89,15
63273,75.0,20,6
63274,70.0,18,7
63275,75.0,20,6
63276,65.0,18,7
63279,175.0,93,20
63280,375.0,120,25
63283,285.0,120,25
63284,255.0,120,25
63285,285.0,120,24
63286,185.0,93,20
63289,125.0,85,14
63290,125.0,85,14
63291,125.0,85,14
63292,139.0,85,14
63293,165.0,118,18
63294,131.0,118,18
63295,330.0,203,28
63296,375.0,203,28
63501,110.0,106,3
63502,137.0,106,34
63505,115.0,104,14
63506,105.0,105,14
63507,110.0,104,14
63508,110.0,105,14
63509,105.0,104,14
63510,106.0,105,14
63511,115.0,104,14
63512,116.0,105,14
63513,110.0,104,14
63514,110.0,105,14
63515,110.0,104,14
63516,120.0,105,14
63517,110.0,104,14
63518,110.0,105,14
63519,115.0,104,14
63520,115.0,105,14
63521,110.0,104,14
63522,115.0,105,14
63523,115.0,104,14
63524,110.0,105,14
63525,115.0,104,14
63526,120.0,105,14
63527,43.0,42,6
63528,45.0,42,6
63529,145.0,100,18
63530,145.0,101,17
63531,110.0,72,14
63532,110.0,73,14
63533,110.0,72,14
63534,110.0,73,14
63535,110.0,72,13
63536,110.0,73,14
63537,110.0,72,14
63538,110.0,73,14
63541,120.0,88,18
63542,120.0,88,18
63543,125.0,88,18
63544,140.0,88,17
63545,80.0,58,13
63546,80.0,58,12
63547,114.0,74,15
63548,105.0,76,14
63549,193.0,124,22
63550,145.0,122,23
63551,80.0,58,13
63552,93.0,58,13
63553,895.0,479,83
63554,965.0,479,83
63561,125.0,110,16
63562,160.0,116,16
63563,130.0,110,16
63564,130.0,110,16
63565,55.0,43,5
63566,60.0,43,5
63567,200.0,154,20
63568,195.0,154,20
63569,135.0,110,14
63570,160.0,116,16
63571,275.0,131,20
63572,250.0,131,20
63573,130.0,97,13
63574,155.0,97,13
63581,150.0,111,19
63582,147.0,111,19
63583,155.0,111,19
63584,150.0,111,19
63591,190.0,137,21
63592,240.0,137,21
63593,160.0,80,15
63594,133.0,80,15
63595,310.0,193,26
63596,310.0,193,26
