Train_No,Journey_Duration_Minutes,Total_Distance,Number_of_Stops
43762,125.0,57,14
43763,130.0,57,14
43764,130.0,57,14
43765,135.0,57,14
43766,135.0,57,14
43767,135.0,57,14
43768,145.0,57,14
43769,135.0,57,14
43770,140.0,57,14
43771,135.0,57,14
43773,135.0,57,14
43791,120.0,46,13
43792,125.0,47,17
43793,120.0,46,13
43794,150.0,42,12
43795,125.0,46,13
43797,120.0,46,13
43801,130.0,74,28
43802,125.0,75,28
43803,130.0,74,28
43804,95.0,70,9
43805,130.0,74,28
43806,125.0,70,15
43820,140.0,82,14
43821,150.0,82,16
43823,120.0,82,13
43831,35.0,20,5
43832,30.0,20,8
43841,80.0,52,17
43842,65.0,47,16
43844,75.0,47,2
43847,115.0,65,18
43851,125.0,70,17
43852,150.0,75,29
43861,100.0,51,13
43872,53.0,29,13
43882,55.0,34,13
43891,20.0,4,3
43892,20.0,10,4
43901,85.0,52,21
43902,85.0,52,21
43903,85.0,52,21
43904,85.0,52,21
43912,90.0,53,22
43921,10.0,5,2
43932,170.0,84,17
43934,170.0,84,16
43936,140.0,84,11
43938,160.0,84,17
43941,205.0,97,17
43942,195.0,97,18
43943,175.0,97,15
43952,145.0,63,15
47100,45.0,25,13
47101,45.0,25,13
47102,45.0,25,13
47103,50.0,25,13
47104,45.0,25,13
47105,50.0,25,13
47106,45.0,25,13
47107,45.0,25,13
47108,45.0,25,13
47109,45.0,25,13
47110,45.0,25,13
47111,55.0,25,13
47112,45.0,25,13
47113,45.0,25,13
47114,45.0,25,13
47115,45.0,25,13
47116,55.0,25,13
47117,45.0,25,13
47118,45.0,25,13
47119,45.0,25,13
47120,48.0,25,13
47121,45.0,25,13
47122,50.0,25,13
47123,45.0,25,13
47124,45.0,25,13
47125,45.0,25,13
47126,45.0,23,13
47127,50.0,23,13
47128,52.0,23,13
47129,45.0,23,13
47130,50.0,23,13
47131,45.0,23,13
47132,45.0,23,13
47133,50.0,23,13
47134,45.0,23,13
47135,47.0,23,13
47136,45.0,23,13
47137,45.0,23,13
47138,50.0,23,13
47139,45.0,23,13
47140,47.0,23,13
47141,45.0,23,13
47142,50.0,23,13
47143,45.0,23,13
47144,45.0,23,13
47145,50.0,23,13
47146,45.0,23,13
47147,45.0,23,13
47148,45.0,23,13
47149,82.0,37,22
47150,77.0,37,22
47151,82.0,37,22
47152,75.0,37,22
47153,90.0,37,22
47154,77.0,37,22
47155,83.0,37,22
47156,77.0,37,22
47157,85.0,37,22
47158,80.0,37,22
47159,90.0,37,22
47160,77.0,37,22
47161,80.0,37,22
47162,81.0,37,22
47163,80.0,37,22
47164,85.0,37,22
47165,87.0,37,22
47166,82.0,37,22
47167,80.0,37,22
47168,45.0,14,11
47169,83.0,37,22
47170,85.0,37,22
47171,77.0,37,22
47172,30.0,14,11
47173,77.0,37,22
47174,85.0,37,22
47175,77.0,37,22
47176,84.0,37,22
47177,87.0,37,22
47178,77.0,37,22
47179,77.0,37,22
47180,77.0,37,22
47181,80.0,37,22
47182,80.0,37,22
47183,82.0,37,22
47184,76.0,37,22
47185,77.0,37,22
47186,85.0,37,22
47187,85.0,37,22
47188,87.0,37,22
47189,83.0,37,22
47190,85.0,37,22
47191,82.0,37,22
47192,77.0,37,22
47193,82.0,37,22
47194,90.0,37,22
47195,55.0,22,12
47196,30.0,9,7
47197,70.0,24,17
47198,90.0,37,22
47199,67.0,24,17
47200,80.0,24,17
47201,65.0,24,17
47202,65.0,24,17
47203,80.0,37,22
47204,45.0,14,11
47205,30.0,14,11
47206,67.0,25,17
47207,80.0,37,22
47208,67.0,25,17
47209,67.0,25,17
47210,77.0,37,22
47211,80.0,37,22
47212,80.0,37,22
47213,80.0,37,22
47214,85.0,37,22
47215,80.0,37,22
47216,80.0,37,22
47217,80.0,37,22
47218,85.0,37,22
47219,77.0,37,22
47220,105.0,37,22
50101,395.0,251,22
50102,305.0,244,22
50103,525.0,347,38
50104,530.0,349,38
50105,685.0,486,49
50106,700.0,476,49
50107,155.0,78,9
50108,130.0,83,9
50119,50.0,27,6
50120,45.0,27,7
51027,695.0,430,26
51028,645.0,430,29
51029,805.0,565,31
51030,800.0,566,34
51033,275.0,187,8
51034,280.0,187,7
51111,75.0,56,9
51112,75.0,56,9
51113,75.0,56,9
51114,75.0,56,9
51115,75.0,56,9
51116,75.0,56,9
51135,15.0,9,2
51136,15.0,9,2
51137,15.0,9,2
51138,15.0,9,2
51139,15.0,9,2
51140,15.0,9,2
51141,15.0,9,2
51142,15.0,9,2
51145,15.0,9,2
51146,15.0,9,2
51147,15.0,9,2
51148,15.0,9,2
51149,15.0,9,2
51150,15.0,9,2
51151,200.0,108,8
51152,180.0,109,11
51153,750.0,444,48
51154,720.0,444,47
51157,575.0,306,37
51158,795.0,306,37
51181,315.0,262,30
51182,345.0,262,30
51183,570.0,361,36
51184,580.0,339,37
51187,1075.0,642,71
51188,1120.0,642,71
51189,1330.0,610,64
51190,1210.0,609,64
51195,225.0,132,15
51196,220.0,132,16
51197,430.0,318,35
51198,540.0,318,36
51239,35.0,22,4
51240,40.0,22,4
51253,240.0,115,16
51254,190.0,115,12
51255,130.0,88,12
51256,130.0,88,12
51259,120.0,78,12
51260,105.0,78,11
51261,175.0,104,11
51262,255.0,104,12
51285,795.0,397,46
51286,605.0,397,47
51293,265.0,167,20
51294,285.0,167,18
51317,185.0,91,19
51318,180.0,91,20
51347,190.0,120,16
51348,75.0,43,6
51350,105.0,77,11
51401,560.0,314,34
51402,615.0,311,34
51405,345.0,212,24
51406,320.0,212,24
51407,75.0,47,8
51408,80.0,47,6
51409,615.0,325,42
51410,700.0,326,41
51411,390.0,229,29
51412,370.0,208,24
51419,450.0,278,35
51420,445.0,279,33
51421,1210.0,769,83
51422,1275.0,769,76
51423,170.0,123,15
51424,205.0,123,15
51425,655.0,427,36
51426,585.0,437,35
51427,85.0,47,7
51428,75.0,47,7
51429,100.0,54,8
51430,95.0,54,9
51431,315.0,188,22
51432,280.0,188,21
51433,935.0,523,52
51434,1025.0,511,52
51435,275.0,145,19
51436,260.0,145,19
51437,275.0,189,17
51438,260.0,189,17
51441,275.0,180,24
51442,300.0,180,24
51451,190.0,120,16
51452,195.0,121,16
51458,45.0,20,2
51461,205.0,137,17
51462,190.0,137,16
51463,205.0,137,16
51464,210.0,137,16
51601,435.0,261,31
51602,490.0,264,31
51603,390.0,263,32
51604,460.0,266,32
51605,480.0,256,28
51606,495.0,253,28
51607,175.0,118,17
51608,175.0,118,17
51609,175.0,118,17
51610,180.0,118,17
51611,530.0,303,38
51612,530.0,303,38
51671,585.0,434,44
51672,610.0,434,44
51673,520.0,434,40
51674,650.0,434,40
51675,545.0,316,34
51676,620.0,316,34
51678,170.0,81,11
51679,595.0,316,36
51680,580.0,316,36
51685,50.0,32,5
51686,55.0,33,5
51687,55.0,32,5
51688,55.0,33,5
51701,380.0,238,26
51702,370.0,238,26
51703,240.0,124,18
51704,215.0,121,17
51705,235.0,121,17
51706,225.0,121,17
51708,250.0,124,18
51753,690.0,401,30
51754,820.0,403,30
51755,175.0,86,11
51756,195.0,86,11
51763,125.0,77,10
51764,165.0,77,10
51765,185.0,77,10
51766,120.0,77,10
51803,375.0,221,26
51804,380.0,221,26
51805,425.0,291,31
51806,465.0,291,31
51807,260.0,191,20
51811,235.0,151,20
51812,250.0,151,20
51813,515.0,295,38
51814,470.0,295,39
51815,310.0,204,25
51816,330.0,204,25
51817,500.0,254,26
51818,435.0,254,27
51821,75.0,63,6
51822,75.0,63,6
51827,940.0,381,44
51828,1030.0,381,44
51829,585.0,297,35
51830,515.0,297,30
51831,460.0,204,25
51832,305.0,204,25
51861,35.0,13,2
51862,35.0,13,2
51863,35.0,13,2
51864,35.0,13,2
51865,35.0,13,2
51866,35.0,13,2
51867,35.0,13,2
51868,35.0,13,2
51869,35.0,13,2
51870,35.0,13,2
51881,200.0,107,14
51882,160.0,107,14
51883,630.0,345,31
51884,555.0,345,31
51885,230.0,152,18
51886,215.0,154,18
51901,420.0,190,31
51902,385.0,194,32
51905,200.0,93,24
51906,150.0,90,16
51907,125.0,70,13
51908,115.0,70,13
51909,340.0,163,36
51910,320.0,163,36
51911,305.0,163,36
51912,335.0,163,36
51913,330.0,163,32
51914,295.0,160,28
51915,105.0,52,12
51916,125.0,51,12
51971,185.0,122,13
51972,165.0,123,13
51973,430.0,273,34
51974,470.0,273,34
52073,370.0,202,15
52074,365.0,202,15
52075,360.0,202,16
52076,355.0,202,16
52171,655.0,186,28
52172,660.0,186,28
52173,310.0,92,15
52174,300.0,92,15
52175,280.0,92,8
52176,280.0,92,7
52177,340.0,103,14
52178,330.0,103,14
52179,180.0,70,9
52180,175.0,70,9
52181,145.0,58,9
52182,70.0,27,5
52183,100.0,39,5
52184,175.0,70,9
52205,135.0,67,13
52206,130.0,67,8
52207,135.0,67,13
52208,150.0,67,13
52221,145.0,67,13
52222,145.0,67,13
52223,140.0,67,13
52224,135.0,67,13
52225,120.0,67,8
52226,135.0,67,13
52229,170.0,84,15
52230,195.0,84,16
52231,160.0,84,15
52232,170.0,84,15
52233,170.0,83,15
52234,195.0,84,16
52235,185.0,83,14
52236,165.0,84,13
52239,190.0,78,6
52240,150.0,78,6
52241,450.0,205,18
52242,420.0,205,18
52251,435.0,205,18
52252,435.0,205,19
52253,480.0,205,18
52254,410.0,205,18
52255,435.0,205,19
52256,390.0,205,18
52257,390.0,205,16
52258,380.0,205,16
52259,435.0,205,16
52260,410.0,205,16
52263,120.0,54,6
52264,120.0,54,6
52265,120.0,54,6
52266,120.0,54,6
52267,135.0,54,6
52268,120.0,54,6
52297,135.0,84,6
52298,165.0,84,6
52451,280.0,95,3
52452,285.0,95,3
52453,305.0,95,12
52454,300.0,95,14
52455,320.0,95,11
52456,345.0,95,10
52457,325.0,95,18
52458,345.0,95,18
52461,235.0,93,17
52462,225.0,104,17
52463,405.0,156,28
52464,410.0,176,27
52465,435.0,162,30
52466,420.0,185,30
52467,455.0,162,30
52468,375.0,185,30
52469,400.0,164,25
52470,380.0,169,23
52471,550.0,192,30
52472,610.0,215,34
52473,585.0,191,34
52474,615.0,213,33
52540,430.0,87,12
52541,425.0,87,12
52570,195.0,30,5
52571,225.0,30,5
52587,155.0,30,5
52588,150.0,30,5
52591,105.0,12,3
52592,125.0,12,3
52593,120.0,12,3
52594,120.0,12,3
52595,120.0,12,3
52596,120.0,12,3
52597,105.0,12,3
52598,120.0,12,3
52599,120.0,12,3
52911,265.0,134,14
52912,235.0,134,14
52913,290.0,134,14
52914,255.0,134,14
52929,420.0,189,17
52930,355.0,189,17
52931,155.0,104,11
52932,145.0,104,11
52933,380.0,189,17
52934,285.0,154,21
52935,265.0,154,20
52938,300.0,175,14
52939,310.0,175,14
52940,285.0,154,20
52941,265.0,154,20
52942,220.0,154,12
52943,195.0,154,12
52944,235.0,154,17
52945,225.0,154,17
52946,345.0,189,17
52947,140.0,104,11
52948,135.0,104,11
52949,215.0,95,12
52950,195.0,95,12
52951,370.0,159,19
52952,365.0,159,19
52953,225.0,70,7
52954,155.0,70,7
52955,250.0,133,12
52956,230.0,133,12
52963,140.0,63,8
52964,150.0,63,8
52973,150.0,63,8
52974,150.0,63,8
52975,150.0,63,8
52976,150.0,63,8
52987,150.0,63,8
52988,150.0,63,8
53001,360.0,209,42
53002,405.0,216,36
53005,135.0,65,17
53006,110.0,72,16
53007,270.0,131,28
53008,330.0,131,29
53009,125.0,65,18
53010,130.0,72,19
53011,120.0,65,15
53012,135.0,72,20
53013,120.0,72,17
53014,120.0,72,17
53015,120.0,65,16
53016,140.0,72,16
53017,135.0,72,17
53018,133.0,72,20
53019,110.0,65,13
53020,122.0,65,15
53021,310.0,142,25
53022,315.0,142,25
53023,115.0,59,11
53024,100.0,59,10
53025,110.0,59,11
53026,130.0,59,11
53027,220.0,112,22
53028,230.0,112,22
53029,535.0,217,42
53030,490.0,217,41
53031,120.0,59,11
53034,105.0,59,11
53035,255.0,87,18
53036,165.0,87,20
53037,140.0,74,14
53038,145.0,74,14
53041,1760.0,718,118
53042,1610.0,718,107
53043,1425.0,653,83
53044,1420.0,653,73
53045,350.0,286,21
53046,365.0,287,20
53047,285.0,218,23
53048,300.0,218,23
53049,720.0,453,53
53050,890.0,454,50
53061,715.0,348,50
53062,775.0,346,50
53063,300.0,194,31
53064,355.0,194,31
53068,155.0,111,19
53069,160.0,111,19
53073,215.0,137,22
53074,215.0,137,22
53075,115.0,82,13
53076,130.0,82,13
53081,100.0,64,8
53131,1105.0,571,70
53132,1185.0,572,70
53137,115.0,82,13
53138,130.0,82,13
53139,445.0,324,18
53140,395.0,325,18
53171,350.0,231,40
53172,390.0,229,38
53175,350.0,231,35
53176,347.0,229,36
53177,320.0,230,29
53178,370.0,229,36
53179,335.0,223,35
53180,365.0,222,39
53181,340.0,230,34
53186,325.0,229,33
53207,140.0,42,5
53208,95.0,42,5
53209,210.0,71,8
53210,230.0,71,8
53211,270.0,146,13
53212,350.0,146,13
53213,185.0,94,26
53214,190.0,88,25
53221,150.0,53,8
53222,150.0,53,8
53223,180.0,53,8
53224,180.0,53,7
53225,330.0,140,13
53226,353.0,140,13
53229,300.0,108,19
53230,295.0,108,18
53231,515.0,154,20
53232,385.0,154,20
53323,80.0,27,7
53324,85.0,27,7
53327,125.0,56,12
53328,135.0,56,12
53333,90.0,27,6
53334,70.0,27,6
53343,800.0,460,59
53344,790.0,460,58
53345,515.0,223,23
53346,475.0,223,23
53347,420.0,258,36
53348,485.0,258,35
53349,255.0,159,24
53350,275.0,159,24
53351,535.0,304,31
53352,560.0,304,31
53357,490.0,316,43
53358,495.0,316,42
53363,125.0,85,14
53364,130.0,85,14
53365,150.0,87,9
53366,150.0,87,9
53369,150.0,87,9
53370,150.0,87,9
53371,270.0,139,16
53372,260.0,139,16
53373,250.0,139,16
53374,260.0,139,16
53401,195.0,103,19
53402,185.0,103,19
53403,1102.0,433,66
53404,390.0,174,21
53405,206.0,137,22
53406,245.0,137,22
53408,525.0,259,46
53411,90.0,54,10
53412,90.0,54,10
53415,270.0,127,31
53416,245.0,127,31
53417,360.0,233,39
53418,400.0,233,39
53423,75.0,45,13
53424,85.0,44,13
53431,290.0,127,31
53432,235.0,127,31
53433,195.0,87,19
53434,165.0,87,19
53435,140.0,65,19
53436,145.0,65,18
53441,175.0,71,16
53442,175.0,72,16
53443,165.0,71,16
53444,180.0,73,18
53445,180.0,71,16
53446,175.0,72,16
53447,135.0,50,15
53448,140.0,51,15
53449,135.0,50,15
53450,140.0,51,15
53451,80.0,41,6
53452,85.0,41,6
53479,80.0,45,13
53480,85.0,44,13
53481,25.0,11,2
53482,25.0,11,2
53483,25.0,11,2
53484,25.0,11,2
53485,28.0,11,2
53486,25.0,11,2
53487,28.0,11,2
53488,25.0,11,2
53489,25.0,11,2
53490,25.0,11,2
53491,25.0,11,2
53492,28.0,11,2
53493,25.0,11,2
53494,25.0,11,2
53495,25.0,11,2
53496,25.0,11,2
53497,100.0,52,18
53498,127.0,52,18
53511,60.0,38,7
53512,55.0,37,7
53513,60.0,38,7
53514,60.0,37,7
53515,60.0,38,7
53516,60.0,37,7
53517,60.0,38,7
53518,55.0,37,7
53519,55.0,38,7
53520,55.0,37,7
53523,375.0,188,35
53524,410.0,188,35
53525,820.0,453,63
53526,810.0,453,62
53551,100.0,70,9
53552,100.0,70,9
53553,100.0,70,9
53554,100.0,70,9
53555,105.0,70,9
53556,105.0,70,9
53611,275.0,159,24
53612,285.0,159,24
53615,365.0,174,19
53616,320.0,174,19
53623,385.0,183,20
53624,475.0,183,21
53625,315.0,129,13
53626,290.0,129,13
53627,325.0,129,12
53628,345.0,129,12
53629,285.0,129,12
53630,285.0,129,13
53631,245.0,129,12
53632,275.0,129,12
53641,145.0,53,9
53642,90.0,53,9
53643,60.0,18,4
53644,60.0,18,4
53645,60.0,18,4
53646,60.0,18,4
53647,60.0,18,4
53648,60.0,18,4
54001,160.0,73,20
54002,148.0,73,20
54005,235.0,119,23
54006,275.0,141,25
54007,260.0,141,25
54008,250.0,141,25
54009,280.0,141,25
54010,45.0,33,5
54011,400.0,227,39
54012,388.0,227,39
54013,65.0,49,7
54014,95.0,49,7
54015,95.0,49,7
54016,75.0,49,7
54018,85.0,49,7
54019,100.0,81,8
54023,80.0,57,9
54024,275.0,127,25
54025,165.0,60,6
54026,105.0,71,6
54031,215.0,127,25
54032,220.0,127,25
54033,300.0,160,29
54034,235.0,127,25
54035,360.0,199,35
54036,335.0,199,35
54037,205.0,120,17
54038,180.0,119,17
54039,195.0,120,17
54040,185.0,119,17
54041,185.0,120,17
54042,190.0,119,17
54043,480.0,327,40
54044,590.0,327,40
54045,550.0,257,34
54046,440.0,257,36
54047,175.0,120,10
54048,200.0,119,17
54049,260.0,141,25
54050,255.0,141,25
54051,185.0,123,14
54052,170.0,123,14
54053,195.0,128,19
54054,215.0,128,19
54055,355.0,160,26
54056,335.0,160,26
54057,220.0,93,24
54058,220.0,93,24
54059,150.0,90,16
54060,220.0,93,24
54075,795.0,408,40
54076,825.0,408,44
54077,265.0,110,18
54078,290.0,110,19
54085,160.0,82,18
54086,190.0,82,18
54091,50.0,24,3
54092,50.0,24,3
54101,375.0,208,34
54102,365.0,208,34
54103,185.0,120,16
54104,190.0,120,16
54107,310.0,113,19
54108,275.0,113,19
54109,415.0,214,33
54110,425.0,214,33
54152,165.0,77,13
54153,350.0,167,27
54154,338.0,167,27
54155,265.0,138,27
54156,250.0,139,27
54158,220.0,136,26
54159,695.0,397,44
54161,395.0,261,27
54162,400.0,261,28
54201,65.0,37,7
54211,260.0,128,23
54212,280.0,128,23
54221,110.0,57,10
54222,135.0,57,10
54223,145.0,57,10
54224,120.0,57,10
54225,50.0,37,5
54226,50.0,37,5
54227,75.0,37,5
54228,50.0,37,5
54231,220.0,127,18
54232,255.0,127,18
54233,190.0,127,18
54234,260.0,127,18
54237,90.0,46,7
54238,90.0,45,7
54239,60.0,38,5
54240,55.0,38,5
54243,60.0,38,5
54244,65.0,38,5
54251,1370.0,508,74
54252,1190.0,518,75
54253,550.0,225,32
54254,440.0,225,32
54255,535.0,301,43
54256,610.0,301,42
54261,180.0,75,14
54262,120.0,57,11
54263,210.0,143,21
54264,220.0,143,21
54265,235.0,143,21
54266,255.0,143,21
54267,50.0,18,4
54268,50.0,18,4
54270,47.0,18,4
54271,430.0,198,31
54272,348.0,198,31
54273,205.0,97,17
54274,260.0,97,17
54281,245.0,139,19
54282,255.0,139,18
54283,310.0,139,18
54284,230.0,139,18
54291,220.0,128,18
54292,255.0,128,18
54293,335.0,172,25
54294,395.0,172,27
54303,510.0,266,41
54304,755.0,331,47
54307,370.0,160,23
54308,380.0,160,23
54309,170.0,82,18
54310,170.0,82,18
54311,210.0,110,20
54312,225.0,110,20
54313,115.0,43,9
54314,105.0,43,9
54321,293.0,64,13
54322,170.0,64,13
54323,145.0,98,11
54324,140.0,97,14
54325,545.0,176,30
54326,540.0,176,30
54327,170.0,86,11
54328,140.0,86,11
54329,205.0,95,16
54330,195.0,95,16
54331,145.0,68,11
54332,145.0,68,10
54333,750.0,323,46
54334,640.0,323,46
54335,230.0,117,20
54336,235.0,117,20
54341,385.0,131,21
54342,320.0,131,21
54351,370.0,164,27
54352,345.0,164,27
54353,350.0,164,22
54354,350.0,164,27
54355,135.0,78,13
54356,190.0,78,13
54371,405.0,150,21
54372,310.0,150,21
54373,295.0,150,21
54374,330.0,150,21
54375,245.0,107,18
54376,235.0,107,18
54377,870.0,429,62
54378,930.0,429,62
54381,225.0,106,17
54382,275.0,106,18
54383,240.0,106,18
54384,230.0,106,17
54385,50.0,24,3
54386,50.0,24,3
54387,50.0,24,3
54388,50.0,24,3
54389,50.0,24,3
54390,50.0,24,3
54391,275.0,142,24
54392,285.0,142,24
54393,130.0,53,9
54394,140.0,53,9
54395,375.0,159,23
54396,330.0,159,23
54397,160.0,47,9
54398,140.0,47,9
54401,215.0,92,14
54402,260.0,92,14
54403,190.0,92,14
54404,175.0,92,14
54405,210.0,92,14
54406,175.0,92,13
54411,345.0,160,37
54412,325.0,160,37
54413,150.0,82,18
54414,155.0,82,18
54416,150.0,82,18
54417,155.0,82,18
54420,175.0,82,18
54421,190.0,82,18
54423,215.0,119,23
54424,220.0,119,23
54461,940.0,415,55
54462,885.0,416,56
54463,580.0,233,38
54464,670.0,233,36
54465,250.0,142,21
54466,275.0,142,21
54467,140.0,73,10
54468,100.0,73,10
54469,110.0,73,10
54470,110.0,73,10
54471,665.0,283,45
54472,715.0,283,46
54473,355.0,189,33
54474,305.0,189,28
54475,720.0,243,50
54476,710.0,243,50
54481,65.0,22,5
54482,60.0,22,5
54483,60.0,22,5
54484,70.0,22,5
54485,70.0,22,5
54486,55.0,22,5
54531,110.0,69,8
54532,100.0,69,8
54539,675.0,272,42
54540,625.0,272,40
54541,355.0,194,28
54542,425.0,194,28
54551,305.0,201,26
54552,315.0,201,26
54553,150.0,106,14
54555,140.0,95,13
54556,320.0,201,24
54557,80.0,53,7
54558,80.0,53,7
54559,180.0,116,12
54560,185.0,116,12
54561,125.0,87,13
54562,145.0,87,13
54563,130.0,87,13
54564,140.0,87,13
54571,205.0,123,20
54572,230.0,123,20
54575,145.0,77,15
54576,150.0,77,15
54581,70.0,43,7
54582,75.0,43,7
54601,560.0,345,38
54602,750.0,415,39
54603,345.0,209,29
54604,335.0,209,29
54605,465.0,279,35
54606,345.0,209,29
54611,175.0,106,16
54612,175.0,106,17
54613,180.0,106,17
54614,180.0,106,17
54615,200.0,106,17
54616,185.0,106,17
54621,180.0,115,18
54622,200.0,115,18
54625,195.0,87,17
54626,200.0,87,17
54631,330.0,207,24
54632,375.0,229,27
54633,425.0,291,36
54634,495.0,269,34
54635,365.0,209,28
54636,335.0,209,29
54637,90.0,42,7
54638,70.0,42,7
54641,745.0,384,60
54642,680.0,384,59
54643,210.0,117,18
54644,205.0,117,18
54645,170.0,123,14
54646,205.0,123,20
54651,80.0,53,6
54654,90.0,53,6
54701,450.0,319,31
54702,610.0,394,39
54703,1100.0,661,60
54704,890.0,601,56
54751,695.0,413,48
54752,645.0,412,48
54753,190.0,126,18
54754,185.0,126,18
54755,185.0,126,18
54756,190.0,126,18
54757,570.0,327,43
54758,520.0,327,43
54759,180.0,137,17
54760,175.0,125,16
54761,180.0,125,16
54762,180.0,125,16
54763,370.0,190,31
54764,345.0,190,26
54765,135.0,95,11
54766,160.0,95,11
54781,500.0,300,38
54782,460.0,300,42
54783,735.0,422,60
54784,685.0,423,60
54785,155.0,88,14
54786,145.0,88,14
54787,120.0,82,13
54788,110.0,82,10
54789,520.0,384,45
54790,525.0,384,45
54791,450.0,279,32
54792,485.0,279,34
54793,365.0,212,22
54794,345.0,212,23
54803,770.0,457,58
54804,850.0,455,58
54805,1400.0,618,86
54806,1330.0,621,81
54809,775.0,542,64
54810,815.0,543,64
54813,290.0,208,24
54819,420.0,300,22
54820,450.0,300,22
54822,60.0,21,2
54825,195.0,88,12
54826,225.0,87,12
54833,580.0,367,41
54834,580.0,367,41
54835,220.0,142,21
54836,225.0,143,21
54881,130.0,118,8
54882,135.0,118,8
55001,335.0,164,26
55002,310.0,164,24
55007,645.0,290,50
55008,567.0,290,50
55009,170.0,108,17
55010,225.0,109,17
55011,225.0,118,18
55012,230.0,119,18
55013,490.0,200,33
55014,490.0,201,33
55017,255.0,132,23
55018,281.0,134,23
55019,345.0,178,27
55020,350.0,179,27
55021,440.0,225,40
55022,480.0,225,40
55025,280.0,152,25
55026,310.0,153,25
55027,330.0,152,25
55028,240.0,153,25
55029,290.0,150,21
55030,330.0,150,21
55031,815.0,339,58
55032,710.0,332,55
55033,230.0,160,24
55034,310.0,163,25
55035,255.0,159,22
55036,260.0,158,22
55037,175.0,103,16
55038,140.0,97,14
55041,255.0,150,16
55042,335.0,189,26
55043,195.0,81,19
55044,200.0,81,19
55045,235.0,90,14
55046,195.0,90,13
55049,635.0,332,55
55050,765.0,340,58
55051,190.0,81,19
55052,185.0,81,19
55055,135.0,39,6
55056,60.0,38,6
55071,300.0,150,21
55072,295.0,150,21
55073,300.0,150,21
55074,270.0,150,14
55075,390.0,166,28
55076,365.0,166,28
55077,235.0,112,22
55078,210.0,112,22
55079,375.0,189,28
55080,285.0,150,21
55081,370.0,150,16
55082,290.0,150,21
55101,70.0,30,7
55102,95.0,30,7
55103,80.0,30,7
55104,75.0,30,7
55105,55.0,20,5
55106,55.0,20,5
55107,50.0,28,5
55108,50.0,28,5
55109,60.0,28,5
55110,55.0,28,5
55111,50.0,28,5
55112,50.0,28,5
55113,55.0,28,5
55114,55.0,28,5
55115,250.0,108,17
55116,195.0,109,17
55119,500.0,227,34
55120,600.0,227,34
55122,330.0,164,26
55123,325.0,156,24
55125,240.0,118,22
55126,245.0,118,22
55127,245.0,118,22
55128,240.0,118,22
55129,200.0,118,22
55130,250.0,118,22
55131,480.0,200,33
55132,445.0,201,33
55133,220.0,136,22
55134,275.0,136,22
55135,295.0,131,20
55136,280.0,131,20
55137,350.0,167,26
55138,285.0,168,26
55139,305.0,167,26
55140,430.0,168,26
55141,190.0,81,19
55142,165.0,81,19
55143,105.0,56,9
55144,90.0,58,9
55145,50.0,20,5
55146,55.0,20,5
55149,425.0,227,27
55150,450.0,227,28
55159,105.0,56,9
55160,90.0,58,9
55163,355.0,157,24
55164,355.0,157,24
55165,70.0,43,8
55166,100.0,43,8
55167,25.0,17,3
55168,25.0,17,3
55169,30.0,17,3
55170,20.0,17,3
55171,25.0,6,2
55172,25.0,6,2
55173,25.0,6,2
55174,25.0,6,2
55175,25.0,6,2
55176,25.0,6,2
55177,25.0,6,2
55178,25.0,6,2
55179,20.0,6,2
55180,25.0,6,2
55181,215.0,106,27
55182,215.0,106,27
55183,220.0,106,27
55184,220.0,106,27
55207,257.0,159,19
55208,305.0,159,24
55209,360.0,159,18
55211,280.0,129,22
55212,285.0,129,15
55213,370.0,159,19
55214,315.0,159,19
55215,155.0,74,15
55216,190.0,74,15
55217,160.0,74,14
55218,190.0,74,14
55220,365.0,159,19
55221,280.0,179,24
55222,345.0,179,25
55223,582.0,267,41
55224,627.0,267,41
55225,255.0,129,21
55226,290.0,129,20
55227,78.0,51,10
55228,100.0,51,9
55229,235.0,108,22
55230,270.0,108,22
55231,90.0,12,4
55232,60.0,12,4
55237,110.0,50,9
55238,90.0,50,9
55239,130.0,51,9
55240,120.0,51,10
55301,245.0,116,13
55302,315.0,116,13
55303,335.0,125,14
55304,340.0,125,13
55305,120.0,76,7
55306,150.0,85,12
55307,135.0,76,8
55308,140.0,85,12
55309,150.0,85,12
55310,130.0,76,8
55311,95.0,58,9
55312,100.0,58,9
55313,35.0,27,4
55314,35.0,27,4
55315,80.0,54,7
55316,80.0,54,7
55317,80.0,54,7
55318,75.0,54,7
55319,75.0,54,6
55320,90.0,54,6
55321,135.0,85,12
55322,145.0,76,7
55323,135.0,76,6
55324,120.0,76,6
55325,615.0,319,55
55326,595.0,320,55
55327,235.0,138,27
55328,245.0,139,27
55329,455.0,213,33
55330,350.0,214,33
55331,155.0,107,17
55332,170.0,107,17
55333,285.0,166,22
55334,305.0,166,22
55335,135.0,81,10
55336,135.0,81,10
55337,240.0,139,18
55338,240.0,139,18
55339,155.0,105,14
55340,145.0,105,7
55341,325.0,167,22
55342,335.0,167,22
55343,210.0,141,19
55344,210.0,141,19
55345,210.0,141,19
55346,220.0,141,19
55347,150.0,81,10
55348,135.0,81,10
55349,150.0,81,10
55350,145.0,81,10
55351,145.0,81,10
55352,150.0,81,10
55353,135.0,105,7
55354,150.0,105,14
55355,215.0,141,19
55356,200.0,141,19
55357,200.0,141,19
55358,225.0,141,19
55359,165.0,119,8
55360,180.0,119,8
55361,120.0,55,9
